SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,I-125,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),05/03/2021,20-2417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013±0.000043,NA,0.0012±0.00021,ND,0.00094±0.00013,ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley & Oldbury,Severn Beach,,MUL - Grey mullet,23/09/2020,20-1559,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.7,<4.7,<0.05,<0.04,<0.11,<0.05,<0.16,<0.10,<0.34,<0.23,<0.52,<0.51,<0.08,<0.28,<0.14,ND,<0.03,0.16±0.07,<0.35,<0.17,<0.14,<0.16
Berkeley & Oldbury,Severn Elvers,,EOE - Elvers/Eels,12/05/2020,20-547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±4.2,<3.8,<0.08,<0.05,<0.12,<0.08,<0.20,<0.13,<0.31,<0.27,<0.62,<0.69,<0.13,<0.41,<0.20,ND,<0.07,<0.07,<0.46,<0.22,<0.19,<0.21
Bradwell,,BR07,UMK-Unpasteurised Milk,05/03/2020,20-332,NA,NA,<2.5,14±1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.2,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.27,<0.05,NA,<0.08,NA,<0.03,<0.03,<0.34,<0.11,<0.09,NA
Bradwell,,BR07,UMK-Unpasteurised Milk,10/07/2020,20-1131,NA,NA,<2.2,30±2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.09,<0.20,<0.19,<0.15,<0.51,<0.08,NA,<0.13,NA,<0.05,<0.05,<0.70,<0.19,<0.15,NA
Bradwell,,BR07,UMK-Unpasteurised Milk,09/10/2020,20-1739,NA,NA,<4.3,19±1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.8,NA,NA,NA,NA,<0.06,NA,<0.08,<0.14,<0.15,<0.11,<0.48,<0.07,NA,<0.11,NA,<0.05,<0.05,<0.33,<0.18,<0.15,NA
Bradwell,,BR07,UMK-Unpasteurised Milk,08/01/2021,20-2382,NA,NA,<2.6,16±1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.06,NA,<0.08,<0.17,<0.17,<0.13,<0.51,<0.07,NA,<0.12,NA,<0.04,<0.05,<0.72,<0.18,<0.18,NA
Bradwell,,CROP,CAB - Cabbage,05/02/2020,20-167,NA,NA,<2.3,5.6±0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.7,NA,NA,NA,NA,<0.07,NA,<0.09,<0.16,<0.23,<0.07,<0.60,<0.09,NA,<0.20,NA,<0.09,<0.07,<0.45,<0.21,<0.30,NA
Bradwell,,CROP,LUC - Lucerne,24/06/2020,20-1021,NA,NA,<3.1,35±3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230±17,NA,NA,NA,NA,<0.06,NA,<0.05,<0.04,<0.09,<0.05,<0.39,<0.07,NA,<0.12,NA,<0.07,<0.06,<0.59,<0.20,<0.13,NA
Bradwell,Blackwater Estuary,,OYG - Pacific oyster,28/01/2020,20-143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00025±0.000061,NA,0.0011±0.00013,ND,0.0019±0.00019,0.000019±0.000016,43±3.7,<0.67,<0.06,<0.04,<0.06,<0.06,<0.14,<0.07,<0.08,<0.11,<0.16,<0.49,<0.08,<0.17,<0.15,<0.35,<0.05,<0.05,<0.55,<0.17,<0.14,<0.16
Bradwell,PLZ,,SKR - Skates/rays,30/06/2020,20-1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67±4.7,<9.7,<0.04,<0.03,<0.10,<0.04,<0.12,<0.08,<0.52,<0.21,<0.27,<0.39,<0.07,<0.27,<0.09,ND,<0.04,0.09±0.04,<0.23,<0.12,<0.08,<0.04
Bradwell,Tollesbury Saltmarsh,,SAM - Samphire,08/09/2020,20-1485,NA,NA,NA,NA,NA,NA,NA,<0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24±2.5,<11,<0.06,<0.04,<0.17,<0.05,<0.16,<0.12,<1.4,<0.35,<0.54,<0.53,<0.10,<0.56,<0.14,ND,<0.04,<0.05,<0.73,<0.16,<0.13,<0.23
Bradwell,West Mersea,,LBE - European lobster,04/09/2020,20-1448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80±5.5,<22,<0.06,<0.05,<0.19,<0.05,<0.16,<0.15,<1.1,<0.42,<0.81,<0.51,<0.09,<0.55,<0.14,ND,<0.05,<0.05,<0.79,<0.15,<0.15,<0.17
Capenhurst,,CA00,UMK-Unpasteurised Milk,21/08/2020,20-1399,NA,NA,NA,NA,NA,NA,NA,<0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA00,UMK-Unpasteurised Milk,02/02/2021,20-2389,NA,NA,NA,NA,NA,NA,NA,<0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA04,UMK-Unpasteurised Milk,12/03/2020,20-394,NA,NA,<5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA04,UMK-Unpasteurised Milk,08/07/2020,20-1084,NA,NA,<2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA04,UMK-Unpasteurised Milk,09/09/2020,20-1465,NA,NA,<2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA04,UMK-Unpasteurised Milk,03/12/2020,20-2169,NA,NA,7.5±7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA15,UMK-Unpasteurised Milk,12/03/2020,20-396,NA,NA,<2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA15,UMK-Unpasteurised Milk,08/07/2020,20-1085,NA,NA,<2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA15,UMK-Unpasteurised Milk,09/09/2020,20-1467,NA,NA,<2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA15,UMK-Unpasteurised Milk,03/12/2020,20-2171,NA,NA,7.6±8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CROP,POT - Potato,05/11/2020,20-2004,NA,NA,NA,NA,NA,NA,NA,<0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CROP,SIL - Silage,22/10/2020,20-1914,NA,NA,NA,NA,NA,NA,NA,<0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,Liverpool Bay,,DAB - Dab,13/08/2020,20-1355,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99±6.8,ND,<0.08,<0.05,<0.58,<0.06,<0.36,<0.24,<6.5,<1.4,<5.3,<0.64,<0.14,<2.0,<0.13,ND,<0.08,0.58±0.09,<0.43,<0.17,<0.12,<0.05
Capenhurst,Liverpool Bay,,MUS - Blue (edible) mussel,14/01/2020,20-36,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5±3.1,<0.87,<0.09,<0.06,<0.09,<0.10,<0.34,<0.11,<0.23,<0.16,<0.10,<0.81,<0.13,<0.23,<0.25,<0.22,<0.09,0.41±0.12,<0.51,<0.28,<0.25,1.0±0.27
Capenhurst,R. Dee Cockle,,COC - Common cockle,28/08/2020,20-1423,NA,NA,<25,NA,NA,NA,NA,1.3±0.19,NA,NA,NA,NA,NA,NA,0.054±0.011,NA,1.0±0.088,ND,0.33±0.030,ND,11±3.5,<1.4,<0.10,<0.07,<0.12,<0.10,<0.24,<0.13,<0.16,<0.20,<0.27,<0.90,<0.16,<0.31,<0.28,<1.0,<0.16,0.40±0.14,<0.93,<0.31,<0.27,1.1±0.42
Capenhurst,Wirral Shrimp,,USH - Shrimp (unidentified),14/10/2020,20-1847,NA,NA,NA,NA,NA,NA,NA,<0.24,NA,NA,NA,NA,NA,NA,0.00060±0.000082,NA,0.0078±0.00050,ND,0.0039±0.00028,ND,59±4.2,<1.7,<0.04,<0.03,<0.07,<0.04,<0.11,<0.07,<0.15,<0.13,<0.14,<0.39,<0.07,<0.18,<0.10,ND,<0.04,0.60±0.08,<0.23,<0.13,<0.10,<0.08
Cardiff,,CD04,UMK-Unpasteurised Milk,05/02/2020,20-188,NA,<2.3,<2.3,15±1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,26/02/2020,20-303,NA,<2.2,<2.2,5.6±0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,01/04/2020,20-434,NA,<2.2,<2.2,24±2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,10/06/2020,20-631,NA,<2.1,<2.1,22±2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,10/06/2020,20-632,NA,<3.4,<3.4,21±1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,11/06/2020,20-688,NA,NA,NA,NA,NA,0.70±0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44±3.5,NA,NA,NA,NA,<0.05,NA,<0.10,<0.33,<0.25,<0.24,<0.51,<0.08,NA,<0.13,NA,<0.05,<0.05,<0.37,<0.18,<0.15,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,08/07/2020,20-1086,NA,<2.4,<2.4,20±1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,08/07/2020,20-1087,NA,NA,NA,NA,NA,0.40±0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.5,NA,NA,NA,NA,<0.02,NA,<0.05,<0.25,<0.20,<0.11,<0.25,<0.04,NA,<0.06,NA,<0.04,<0.02,<0.20,<0.08,<0.11,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,05/08/2020,20-1294,NA,<2.3,<2.3,21±1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,02/09/2020,20-1437,NA,<7.8,<7.8,12±1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,02/09/2020,20-1438,NA,NA,NA,NA,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.6,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.11,<0.10,<0.28,<0.04,NA,<0.09,NA,<0.03,<0.03,<0.17,<0.11,<0.09,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,07/10/2020,20-1717,NA,<2.7,<2.7,16±1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,11/11/2020,20-2044,NA,<6.3,<6.3,10±1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,03/12/2020,20-2181,NA,<3.0,<3.0,5.6±0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,03/12/2020,20-2182,NA,NA,NA,NA,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.7,NA,NA,NA,NA,<0.04,NA,<0.04,<0.06,<0.07,<0.09,<0.28,<0.05,NA,<0.08,NA,<0.06,<0.03,<0.18,<0.11,<0.09,NA
Cardiff,,CROP,POT - Potato,10/11/2020,20-2007,NA,<2.0,<2.0,30±2.7,NA,<0.20,NA,NA,<0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170±11,NA,NA,NA,NA,<0.05,NA,<0.05,<0.16,<0.11,<0.08,<0.34,<0.06,NA,<0.10,NA,<0.05,<0.04,<0.21,<0.16,<0.10,NA
Cardiff,,CROP,WHT - Wheat,11/11/2020,20-2020,NA,<3.4,<3.4,77±7.4,NA,1.1±0.81,NA,NA,<0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±7.9,NA,NA,NA,NA,<0.05,NA,<0.06,<0.07,<0.10,<0.07,<0.38,<0.06,NA,<0.11,NA,<0.06,<0.04,<0.23,<0.17,<0.16,NA
Cardiff,East of New Pipeline,,FLE - Flounder (European),23/06/2020,20-998,NA,<25,<25,24±3.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.8,<3.3,<0.04,<0.04,<0.10,<0.04,<0.13,<0.09,<0.26,<0.20,<0.23,<0.43,<0.07,<0.22,<0.12,ND,<0.06,0.15±0.06,<0.30,<0.15,<0.13,<0.13
Cardiff,East of New Pipeline,,FLE - Flounder (European),07/07/2020,20-1075,NA,<25,<25,25±4.4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.9,<1.4,<0.05,<0.04,<0.07,<0.05,<0.20,<0.07,<0.20,<0.27,<0.12,<0.41,<0.07,<0.15,<0.12,<7.7,<0.07,0.15±0.06,<0.29,<0.15,<0.13,<0.14
Cardiff,Lavernock Point,,PTV - Common limpet,08/01/2020, 20-1,NA,<25,<25,20±2.6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60±5.3,<0.81,<0.20,<0.06,<0.08,<0.09,<0.36,<0.10,<0.10,<0.15,<0.22,<0.75,<0.13,<0.23,<0.24,<0.22,<0.09,0.12±0.09,<0.97,<0.28,<0.23,<0.26
Cardiff,Off Orchard Ledges,,LSD - Lesser spotted dogfish,23/06/2020,20-999,NA,<25,<25,19±3.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80±6.6,<4.5,<0.09,<0.05,<0.17,<0.10,<0.25,<0.14,<0.40,<0.34,<0.34,<0.88,<0.15,<0.55,<0.21,ND,<0.09,0.22±0.12,<0.44,<0.29,<0.17,<0.12
Derby,,CROP,BAR - Barley,15/09/2020,20-1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.9,NA,NA,NA,NA,<0.08,NA,<0.08,<0.08,<0.13,<0.07,<0.58,<0.08,NA,<0.14,NA,<0.06,<0.07,<0.37,<0.25,<0.18,NA
Derby,,CROP,POT - Potato,28/07/2020,20-1256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±8.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.06,<0.10,<0.03,<0.28,<0.05,NA,<0.09,NA,<0.03,<0.03,<0.17,<0.13,<0.09,NA
Devonport,,CROP,GRS - Grass,18/08/2020,20-1364,NA,NA,<6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130±8.5,NA,NA,NA,NA,<0.04,NA,<0.09,<0.74,<0.59,<0.49,<0.39,<0.07,NA,<0.10,NA,<0.06,<0.04,<0.25,<0.14,<0.09,NA
Devonport,,CROP,POT - Potato,18/08/2020,20-1365,NA,NA,<2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130±11,NA,NA,NA,NA,<0.03,NA,<0.04,<0.03,<0.05,<0.03,<0.26,<0.04,NA,<0.07,NA,<0.05,<0.03,<0.20,<0.10,<0.13,NA
Devonport,Lynher Estuary,,SHP - Shrimp/prawn,06/10/2020,20-1696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.3,<6.8,<0.05,<0.04,<0.12,<0.04,<0.21,<0.10,<0.45,<0.25,<0.36,<0.48,<0.07,<0.31,<0.13,ND,<0.07,<0.04,<0.33,<0.13,<0.13,<0.14
Devonport,Lynher Estuary,,SHP - Shrimp/prawn,06/10/2020,20-1697,NA,NA,NA,21±4.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devonport,Plymouth Sound,,BWR - Ballan wrasse,28/01/2020,20-144,NA,<25,<25,25±3.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.8,<0.88,<0.04,<0.04,<0.06,<0.05,<0.13,<0.07,<0.09,<0.10,<0.09,<0.39,<0.07,<0.11,<0.13,<1.3,<0.04,0.13±0.06,<0.62,<0.15,<0.14,<0.15
Devonport,Plymouth Sound,,CRE - Edible crab,28/01/2020,20-145,NA,NA,NA,35±4.7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70±5.2,<1.1,<0.07,<0.05,<0.09,<0.08,<0.19,<0.10,<0.13,<0.17,<0.12,<0.67,<0.10,<0.21,<0.16,<1.1,<0.04,<0.07,<0.38,<0.24,<0.17,<0.19
Devonport,R. Lynher,,MUS - Blue (edible) mussel,18/02/2020,20-236,NA,<25,<25,15±2.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4±3.2,<1.7,<0.12,<0.06,<0.13,<0.13,<0.39,<0.15,<0.19,<0.54,<0.19,<1.1,<0.18,<0.41,<0.27,<1.5,<0.13,<0.12,<0.55,<0.38,<0.22,<0.10
Drigg,,CROP,OAT - Oats,29/09/2020,20-1695,NA,NA,<3.1,90±8.4,NA,NA,0.29±0.033,<0.095,NA,0.15±0.10,NA,NA,NA,NA,0.0011±0.00022,<0.39,0.019±0.0014,NA,0.0078±0.00071,NA,91±7.2,NA,NA,NA,NA,<0.10,NA,<0.11,<0.10,<0.17,<0.08,<0.83,<0.12,NA,<0.22,NA,<0.12,0.15±0.10,<0.51,<0.30,<0.26,NA
Drigg,,CROP,POT - Potato,02/09/2020,20-1425,NA,NA,<2.0,18±1.7,NA,NA,0.050±0.027,<0.077,NA,0.20±0.035,NA,NA,NA,NA,0.00011±0.000063,<0.50,0.0011±0.00014,NA,0.0013±0.00022,NA,110±9.5,NA,NA,NA,NA,<0.03,NA,<0.03,<0.03,<0.04,<0.03,<0.22,<0.03,NA,<0.06,NA,<0.01,0.20±0.03,<0.18,<0.09,<0.11,NA
Drigg,,DR02,UMK-Unpasteurised Milk,22/01/2020,20-104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.09,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.02,0.08±0.03,<0.17,<0.07,<0.11,NA
Drigg,,DR02,UMK-Unpasteurised Milk,12/02/2020,20-215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63±4.9,NA,NA,NA,NA,<0.05,NA,<0.04,<0.04,<0.07,<0.05,<0.38,<0.06,NA,<0.12,NA,<0.04,0.13±0.07,<0.39,<0.14,<0.10,NA
Drigg,,DR02,UMK-Unpasteurised Milk,18/03/2020,20-433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.08,<0.17,<0.16,<0.18,<0.38,<0.06,NA,<0.09,NA,<0.03,0.08±0.05,<0.37,<0.13,<0.19,NA
Drigg,,DR02,UMK-Unpasteurised Milk,15/04/2020,20-695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.5,NA,NA,NA,NA,<0.04,NA,<0.06,<0.10,<0.11,<0.09,<0.36,<0.05,NA,<0.08,NA,<0.04,0.07±0.04,<0.45,<0.12,<0.19,NA
Drigg,,DR02,UMK-Unpasteurised Milk,10/06/2020,20-1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,<0.02,NA,<0.04,<0.07,<0.05,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.03,0.22±0.04,<0.18,<0.07,<0.11,NA
Drigg,,DR02,UMK-Unpasteurised Milk,22/06/2020,20-990,NA,NA,<2.0,21±1.4,NA,NA,0.029±0.016,NA,NA,NA,NA,NA,NA,NA,<0.000045,<0.24,0.000049±0.000020,NA,0.000058±0.000033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drigg,,DR02,UMK-Unpasteurised Milk,25/06/2020,20-1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.4,NA,NA,NA,NA,<0.04,NA,<0.06,<0.09,<0.10,<0.07,<0.33,<0.05,NA,<0.08,NA,<0.05,0.13±0.04,<0.40,<0.13,<0.11,NA
Drigg,,DR02,UMK-Unpasteurised Milk,08/07/2020,20-1088,NA,NA,<2.1,14±1.3,NA,NA,0.016±0.016,NA,NA,NA,NA,NA,NA,NA,<0.000085,<0.26,<0.00025,NA,<0.000050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drigg,,DR02,UMK-Unpasteurised Milk,22/07/2020,20-1213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.03,<0.32,<0.04,NA,<0.08,NA,<0.03,0.15±0.05,<0.21,<0.13,<0.11,NA
Drigg,,DR02,UMK-Unpasteurised Milk,19/08/2020,20-1389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62±4.9,NA,NA,NA,NA,<0.05,NA,<0.05,<0.06,<0.08,<0.06,<0.40,<0.06,NA,<0.12,NA,<0.04,0.15±0.07,<0.21,<0.15,<0.10,NA
