SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,I-125,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
South East,,SO08,UMK-Unpasteurised Milk,16/09/2020,20-1548,NA,NA,NA,NA,NA,NA,0.019±0.014,NA,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South East,,SO09,UMK-Unpasteurised Milk,11/11/2020,20-2049,NA,NA,NA,NA,NA,NA,<0.026,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South East,,SO09,UMK-Unpasteurised Milk,09/12/2020,20-2258,NA,NA,NA,NA,NA,NA,0.021±0.014,NA,NA,<0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,22/01/2020,20-117,NA,NA,NA,NA,NA,NA,0.019±0.019,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,12/02/2020,20-208,NA,NA,NA,NA,NA,NA,0.032±0.015,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,11/03/2020,20-402,NA,NA,NA,NA,NA,NA,0.021±0.020,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,28/04/2020,20-507,NA,NA,NA,NA,NA,NA,0.017±0.014,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,19/05/2020,20-569,NA,NA,NA,NA,NA,NA,<0.028,NA,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,10/06/2020,20-645,NA,NA,NA,NA,NA,NA,0.027±0.013,NA,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,10/06/2020,20-646,NA,NA,NA,5.1±0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,15/07/2020,20-1172,NA,NA,NA,NA,NA,NA,0.017±0.017,NA,NA,<0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,19/08/2020,20-1386,NA,NA,NA,NA,NA,NA,0.025±0.014,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,16/09/2020,20-1522,NA,NA,NA,NA,NA,NA,<0.018,NA,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,14/10/2020,20-1830,NA,NA,NA,NA,NA,NA,<0.027,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,04/11/2020,20-2002,NA,NA,NA,NA,NA,NA,0.025±0.017,NA,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Mercia,,SM02,UMK-Unpasteurised Milk,16/12/2020,20-2302,NA,NA,NA,NA,NA,NA,0.011±0.013,NA,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,29/01/2020,20-156,NA,NA,NA,NA,NA,NA,0.037±0.016,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,04/03/2020,20-328,NA,NA,NA,NA,NA,NA,0.035±0.018,NA,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,01/04/2020,20-439,NA,NA,NA,NA,NA,NA,0.027±0.014,NA,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,12/05/2020,20-543,NA,NA,NA,NA,NA,NA,0.018±0.014,NA,NA,<0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,02/06/2020,20-601,NA,NA,NA,NA,NA,NA,0.032±0.031,NA,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,24/06/2020,20-1011,NA,NA,NA,NA,NA,NA,0.039±0.017,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,24/06/2020,20-1012,NA,NA,NA,16±1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,29/07/2020,20-1253,NA,NA,NA,NA,NA,NA,<0.025,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,02/09/2020,20-1444,NA,NA,NA,NA,NA,NA,0.018±0.012,NA,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,23/09/2020,20-1582,NA,NA,NA,NA,NA,NA,0.032±0.029,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,28/10/2020,20-1951,NA,NA,NA,NA,NA,NA,0.012±0.013,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,03/12/2020,20-2183,NA,NA,NA,NA,NA,NA,0.029±0.014,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW06,UMK-Unpasteurised Milk,06/01/2021,20-2378,NA,NA,NA,NA,NA,NA,<0.020,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,29/01/2020,20-157,NA,NA,NA,NA,NA,NA,0.020±0.014,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,26/02/2020,20-306,NA,NA,NA,NA,NA,NA,0.030±0.015,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,01/04/2020,20-440,NA,NA,NA,NA,NA,NA,<0.021,NA,NA,<0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,05/05/2020,20-511,NA,NA,NA,NA,NA,NA,0.037±0.031,NA,NA,<0.040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,02/06/2020,20-602,NA,NA,NA,NA,NA,NA,<0.033,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,24/06/2020,20-1013,NA,NA,NA,NA,NA,NA,0.012±0.013,NA,NA,<0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,24/06/2020,20-1014,NA,NA,NA,20±1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,29/07/2020,20-1255,NA,NA,NA,NA,NA,NA,0.019±0.018,NA,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,02/09/2020,20-1445,NA,NA,NA,NA,NA,NA,0.030±0.016,NA,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,23/09/2020,20-1583,NA,NA,NA,NA,NA,NA,0.034±0.030,NA,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,28/10/2020,20-1952,NA,NA,NA,NA,NA,NA,0.041±0.029,NA,NA,<0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,03/12/2020,20-2185,NA,NA,NA,NA,NA,NA,0.020±0.016,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South West,,SW08,UMK-Unpasteurised Milk,06/01/2021,20-2379,NA,NA,NA,NA,NA,NA,0.029±0.030,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfields,,ANIMAL,WGN - Widgeon,03/03/2020,20-313,NA,NA,<2.9,26±2.5,NA,NA,<0.040,NA,NA,NA,NA,NA,NA,NA,0.0015±0.00022,NA,0.018±0.0010,NA,0.011±0.00087,NA,120±8.4,NA,NA,NA,NA,<0.14,NA,<0.18,<1.0,<0.52,<0.76,<0.85,<0.15,NA,<0.19,NA,<0.13,0.67±0.14,<0.50,<0.27,<0.19,NA
Springfields,,CROP,BRT - Beetroot,07/10/2020,20-1703,NA,NA,<2.1,12±1.2,NA,NA,<0.045,NA,NA,<0.047,NA,NA,NA,NA,<0.000068,<0.27,0.00013±0.000043,NA,<0.000068,NA,140±13,NA,NA,NA,NA,<0.06,NA,<0.05,<0.06,<0.10,<0.05,<0.42,<0.07,NA,<0.13,NA,<0.08,<0.05,<0.27,<0.19,<0.11,NA
Springfields,,CROP,SIL - Silage,05/08/2020,20-1320,NA,NA,<2.9,39±3.7,NA,NA,0.27±0.031,NA,NA,<0.081,NA,NA,NA,NA,0.00034±0.00012,<0.26,0.0047±0.00044,NA,0.0030±0.00037,NA,190±17,NA,NA,NA,NA,<0.11,NA,<0.15,<0.89,<0.55,<1.3,<0.87,<0.15,NA,<0.23,NA,<0.07,<0.08,<0.46,<0.33,<0.19,NA
Springfields,Marshside Sands,,SAM - Samphire,10/09/2020,20-1486,NA,NA,NA,NA,NA,NA,NA,0.078±0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26±2.0,<7.6,<0.04,<0.03,<0.11,<0.03,<0.11,<0.08,<0.49,<0.24,<0.37,<0.34,<0.06,<0.33,<0.08,ND,<0.05,0.20±0.05,<0.32,<0.10,<0.08,0.14±0.05
Springfields,Ribble Estuary,,ESB - European sea bass,01/07/2020,20-1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.5,<1.3,<0.04,<0.04,<0.06,<0.04,<0.11,<0.08,<0.11,<0.12,<0.11,<0.41,<0.07,<0.13,<0.14,<5.0,<0.05,4.8±0.33,<0.30,<0.14,<0.14,<0.17
Springfields,Ribble Estuary,,FLE - Flounder (European),01/07/2020,20-1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100±7.4,<2.1,<0.05,<0.04,<0.08,<0.05,<0.14,<0.08,<0.18,<0.16,<0.16,<0.42,<0.07,<0.19,<0.13,ND,<0.06,1.7±0.15,<0.30,<0.15,<0.13,<0.15
Springfields,Ribble Estuary,,MUS - Blue (edible) mussel,22/01/2020,20-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011±0.0019,NA,0.16±0.021,ND,0.075±0.0052,ND,4.6±2.4,<0.75,<0.07,<0.04,<0.08,<0.09,<0.17,<0.09,<0.10,<0.14,<0.10,<0.70,<0.11,<0.22,<0.24,<0.27,<0.12,<0.08,<0.34,<0.24,<0.15,0.15±0.07
Springfields,Ribble Estuary,,USH - Shrimp (unidentified),23/06/2020,20-996,NA,NA,NA,NA,NA,NA,NA,0.16±0.15,NA,NA,NA,NA,NA,0.000095±0.000057,0.0012±0.00012,NA,0.013±0.00088,ND,0.0080±0.00039,0.000013±0.000014,59±4.5,<11,<0.08,<0.07,<0.16,<0.07,<0.38,<0.15,<0.98,<0.35,<0.43,<0.71,<0.11,<0.49,<0.17,ND,<0.11,0.61±0.11,<0.52,<0.21,<0.22,<0.32
Springfields,Ribble Estuary,,USH - Shrimp (unidentified),23/06/2020,20-997,NA,NA,NA,24±4.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thames,Ufton Bridge to Theale,,CYS - Signal crayfish,02/06/2020,20-623,NA,<25,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.000024,NA,0.000069±0.000027,ND,0.000020±0.000014,ND,80±5.6,<1.8,<0.05,<0.03,<0.08,<0.05,<0.13,<0.07,<0.33,<0.30,<0.14,<0.45,<0.07,<0.20,<0.11,ND,<0.06,<0.04,<0.26,<0.16,<0.11,<0.05
Thames,Woolwich Reach,,FLE - Flounder (European),06/10/2020,20-1701,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.6,<2.8,<0.06,<0.09,<0.09,<0.05,<0.15,<0.11,<0.22,<0.18,<0.33,<0.54,<0.09,<0.24,<0.16,ND,<0.05,<0.05,<0.65,<0.18,<0.17,<0.20
Trawsfynydd,,CROP,GRS - Grass,10/11/2020,20-2006,NA,NA,<7.8,55±5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.000054,NA,0.00033±0.00012,NA,0.00038±0.000090,NA,540±41,NA,NA,NA,NA,<0.51,NA,<0.70,<2.4,<1.8,<2.0,<4.1,<0.73,NA,<0.95,NA,<0.40,<0.39,<2.0,<1.4,<0.74,NA
Trawsfynydd,,CROP,POT - Potato,23/09/2020,20-1560,NA,NA,<2.1,21±2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.000038,NA,0.000084±0.000035,NA,0.000069±0.000033,NA,120±8.6,NA,NA,NA,NA,<0.07,NA,<0.08,<0.09,<0.13,<0.07,<0.55,<0.09,NA,<0.14,NA,<0.08,0.10±0.06,<0.35,<0.24,<0.17,NA
Trawsfynydd,,TR06,UMK-Unpasteurised Milk,18/03/2020,20-414,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.10,<0.35,<0.25,<0.25,<0.53,<0.08,NA,<0.12,NA,<0.05,<0.05,<0.37,<0.17,<0.15,NA
Trawsfynydd,,TR06,UMK-Unpasteurised Milk,18/03/2020,20-415,NA,NA,<2.5,23±2.1,NA,NA,<0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trawsfynydd,,TR06,UMK-Unpasteurised Milk,08/07/2020,20-1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071±0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.08,<0.16,<0.14,<0.15,<0.38,<0.05,NA,<0.09,NA,<0.05,0.07±0.05,<0.36,<0.13,<0.19,NA
Trawsfynydd,,TR06,UMK-Unpasteurised Milk,08/07/2020,20-1106,NA,NA,<2.2,22±1.5,NA,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trawsfynydd,,TR06,UMK-Unpasteurised Milk,16/09/2020,20-1538,NA,NA,<2.7,15±1.4,NA,NA,0.013±0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trawsfynydd,,TR06,UMK-Unpasteurised Milk,16/09/2020,20-1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±4.2,NA,NA,NA,NA,<0.02,NA,<0.04,<0.10,<0.13,<0.04,<0.23,<0.03,NA,<0.06,NA,<0.03,<0.04,<0.30,<0.07,<0.17,NA
Trawsfynydd,,TR06,UMK-Unpasteurised Milk,16/12/2020,20-2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44±3.5,NA,NA,NA,NA,<0.05,NA,<0.08,<0.15,<0.15,<0.11,<0.48,<0.08,NA,<0.12,NA,<0.08,<0.08,<0.58,<0.17,<0.15,NA
Trawsfynydd,,TR06,UMK-Unpasteurised Milk,16/12/2020,20-2322,NA,NA,<2.4,17±1.6,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trawsfynydd,,TR08,UMK-Unpasteurised Milk,18/03/2020,20-417,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061±0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.7,NA,NA,NA,NA,<0.02,NA,<0.05,<0.16,<0.11,<0.15,<0.25,<0.04,NA,<0.06,NA,<0.02,0.06±0.03,<0.38,<0.08,<0.19,NA
Trawsfynydd,,TR08,UMK-Unpasteurised Milk,18/03/2020,20-418,NA,NA,<2.0,23±2.0,NA,NA,0.043±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trawsfynydd,,TR08,UMK-Unpasteurised Milk,08/07/2020,20-1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082±0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.4,NA,NA,NA,NA,<0.02,NA,<0.05,<0.11,<0.08,<0.10,<0.23,<0.03,NA,<0.06,NA,<0.05,0.08±0.03,<0.30,<0.08,<0.11,NA
Trawsfynydd,,TR08,UMK-Unpasteurised Milk,08/07/2020,20-1108,NA,NA,<2.6,26±2.3,NA,NA,0.050±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trawsfynydd,,TR08,UMK-Unpasteurised Milk,16/09/2020,20-1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11±0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.08,<0.09,<0.08,<0.35,<0.05,NA,<0.08,NA,<0.03,0.11±0.05,<0.33,<0.12,<0.19,NA
Trawsfynydd,,TR08,UMK-Unpasteurised Milk,16/09/2020,20-1542,NA,NA,<2.4,16±1.6,NA,NA,0.065±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trawsfynydd,,TR08,UMK-Unpasteurised Milk,23/12/2020,20-2376,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.5,NA,NA,NA,NA,<0.04,NA,<0.07,<0.12,<0.12,<0.11,<0.36,<0.05,NA,<0.09,NA,<0.04,<0.04,<0.35,<0.12,<0.19,NA
Trawsfynydd,,TR08,UMK-Unpasteurised Milk,23/12/2020,20-2377,NA,NA,<2.2,18±1.7,NA,NA,0.044±0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trawsfynydd,Traws Lake (Anglers Supplied),,TRB - Rainbow trout,04/08/2020,20-1273,NA,NA,NA,28±5.6,30,NA,0.27±0.025,NA,NA,NA,NA,NA,NA,NA,0.000029±0.000018,NA,0.00070±0.00010,ND,0.00030±0.000057,ND,120±8.7,<1.1,<0.05,<0.04,<0.07,<0.06,<0.14,<0.08,<0.11,<0.13,<0.11,<0.49,<0.08,<0.17,<0.15,<2.2,<0.05,0.37±0.07,<0.34,<0.18,<0.15,<0.17
Trawsfynydd,Traws Lake (Anglers Supplied),,TRB - Rainbow trout,04/08/2020,20-1274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±9.2,<1.9,<0.06,<0.04,<0.09,<0.08,<0.18,<0.09,<0.19,<0.19,<0.18,<0.58,<0.10,<0.26,<0.15,ND,<0.06,0.95±0.14,<0.32,<0.23,<0.13,<0.07
Vickers Shipyard,,CROP,POT - Potato,23/09/2020,20-1558,NA,NA,<3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150±10,NA,NA,NA,NA,<0.06,NA,<0.06,<0.05,<0.09,<0.05,<0.41,<0.06,NA,<0.11,NA,<0.04,<0.05,<0.37,<0.18,<0.23,NA
Vickers Shipyard,,CROP,SIL - Silage,15/10/2020,20-1865,NA,NA,<2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430±37,NA,NA,NA,NA,<0.57,NA,<1.2,<5.4,<3.1,<4.3,<5.3,<1.0,NA,<1.5,NA,<0.34,<0.50,<7.7,<1.7,<1.4,NA
